data,run,cell_cluster,module,name,genes,ortholog_ensg,ortholog_name,pkMs,gene_loadings
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000081384,NA,NA,0.760558749405238,0.0450548150088244
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000026765,ENSG00000150556,LYPD6B,0.759397700358995,0.0449860355094951
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000045411,NA,NA,0.759321282346692,0.0449815085753032
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000059713,ENSG00000117602,RCAN3,0.759099270229655,0.0449683567775353
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000031772,ENSG00000152910,CNTNAP4,0.758857838238936,0.0449540545639487
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000087437,NA,NA,0.758729610048014,0.0449464584414593
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000033157,ENSG00000144827,ABHD10,0.758529076950053,0.0449345790414276
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000105703,NA,NA,0.758294665086757,0.0449206926938641
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000022037,ENSG00000120885,CLU,0.75731312825,0.0448625473360743
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000081849,NA,NA,0.756873040983486,0.0448364769629491
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000017057,ENSG00000131724,IL13RA1,0.756273108660975,0.0448009375127362
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000061983,ENSG00000112306,RPS12,0.755036410119853,0.0447276766054946
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000040797,ENSG00000120645,IQSEC3,0.75449831804264,0.0446958005156916
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000120863,NA,NA,0.754379902874832,0.0446887857078493
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000052613,ENSG00000150275,PCDH15,0.754352603878218,0.0446871685398878
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000032744,ENSG00000163909,HEYL,0.75414646641665,0.0446749571424059
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000063316,ENSG00000131469,RPL27,0.753300267581322,0.0446248290858735
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000079593,NA,NA,0.752346361330628,0.0445683205391053
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000086349,NA,NA,0.751637631177319,0.0445263360034287
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000052557,ENSG00000261609,GAN,0.751102853838418,0.0444946562757364
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000054457,NA,NA,0.750973345197688,0.0444869843005542
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000037469,ENSG00000183760,ACP7,0.750713899873774,0.0444716149933402
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000063457,ENSG00000115268,RPS15,0.750590132041388,0.0444642830984714
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000020037,ENSG00000111783,RFX4,0.750507775921122,0.0444594043961143
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000051851,ENSG00000134590,RTL8C,0.749409115703273,0.0443943207547631
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000117093,NA,NA,0.748755399521766,0.0443555951972056
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000066197,ENSG00000180269,GPR139,0.746003180395776,0.0441925562160851
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000041565,ENSG00000154655,L3MBTL4,0.745873611443005,0.0441848806680718
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000050288,ENSG00000180340,FZD2,0.745516864314087,0.0441637472896038
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000049940,ENSG00000164040,PGRMC2,0.745277322742703,0.0441495570627554
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000045775,ENSG00000170190,SLC16A5,0.744512825512213,0.0441042689356759
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000028495,ENSG00000137154,RPS6,0.744295001019379,0.0440913652089925
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000027889,ENSG00000116337,AMPD2,0.74382455052369,0.04406349614553
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000112174,NA,NA,0.743775720168642,0.0440606034792959
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000033454,ENSG00000126804,ZBTB1,0.743752173356653,0.0440592085873707
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000015846,ENSG00000186350,RXRA,0.743594685578495,0.0440498791532978
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000046782,ENSG00000139865,TTC6,0.743056970360513,0.0440180253882961
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000031533,ENSG00000102738,MRPS31,0.742880571808739,0.044007575697034
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000021427,ENSG00000124783,SSR1,0.742841388905086,0.0440052545371275
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000068522,ENSG00000205002,AARD,0.742713383645242,0.0439976716208743
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000116423,NA,NA,0.742462974430922,0.0439828376046507
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000031066,ENSG00000102226,USP11,0.742339673280089,0.0439755333555765
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000029726,ENSG00000146834,MEPCE,0.742284855414934,0.0439722859946387
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000074939,ENSG00000184984,CHRM5,0.742070383209492,0.0439595808544397
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000060216,ENSG00000141480,ARRB2,0.741697346025382,0.0439374824677804
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000120392,NA,NA,0.741080245366069,0.0439009259807649
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000091002,ENSG00000176769,TCERG1L,0.740795685782019,0.0438840689274099
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000029096,ENSG00000170801,HTRA3,0.739498398319439,0.0438072187870552
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000023923,ENSG00000131374,TBC1D5,0.73922823512152,0.0437912145626425
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000042129,ENSG00000107551,RASSF4,0.738301396893363,0.0437363095011396
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000074136,NA,NA,0.738128343254876,0.0437260579595266
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000039756,ENSG00000067334,DNTTIP2,0.737797105564674,0.0437064357372228
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000036822,ENSG00000197579,TOPORS,0.737639252382412,0.04369708465694
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000063683,ENSG00000149124,GLYAT,0.737300262632057,0.0436770032095778
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000073164,NA,NA,0.736981608704009,0.0436581264380052
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000047242,ENSG00000187325,TAF9B,0.736964566157612,0.0436571168529129
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000036402,ENSG00000172380,GNG12,0.736765480512848,0.0436453231987044
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000097558,NA,NA,0.736607851620186,0.0436359854051355
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000031367,ENSG00000182287,AP1S2,0.736300475959364,0.0436177767479511
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000061477,ENSG00000171863,RPS7,0.735852751153432,0.0435912539338727
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000043165,NA,NA,0.735422753030729,0.0435657812325362
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000020541,ENSG00000141198,TOM1L1,0.73536064717604,0.0435621021376652
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000025407,ENSG00000111087,GLI1,0.735278392798181,0.0435572294624367
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000114041,NA,NA,0.73515016770679,0.0435496335235606
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000024737,ENSG00000110446,SLC15A3,0.734800849806132,0.0435289402458806
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000058546,ENSG00000198242,RPL23A,0.733438610704949,0.0434482424289801
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000036880,ENSG00000167315,ACAA2,0.733201295967971,0.0434341841177953
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000021730,ENSG00000164588,HCN1,0.732952551379251,0.0434194487124923
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000027272,ENSG00000159459,UBR1,0.731990243396725,0.0433624424547008
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000028015,ENSG00000256043,CTSO,0.73161101134031,0.043339977089388
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000031549,ENSG00000188676,IDO2,0.731394358514118,0.0433271427711808
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000055932,ENSG00000140718,FTO,0.731080129570838,0.0433085281317187
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000051855,ENSG00000106484,MEST,0.730867593411749,0.0432959376811612
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000048833,ENSG00000029364,SLC39A9,0.730836900566614,0.0432941194646714
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000018567,ENSG00000170296,GABARAP,0.730184314796738,0.0432554608716802
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000061740,ENSG00000100197,CYP2D6,0.729794692143568,0.0432323799767782
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000113632,NA,NA,0.72944543689194,0.0432116904103702
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000034981,ENSG00000169116,PARM1,0.729136455535061,0.0431933866331982
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000009551,NA,NA,0.728395390030363,0.0431494865804413
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000121141,NA,NA,0.728060395066606,0.0431296417806375
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000037706,ENSG00000110651,CD81,0.727621124100058,0.0431036197643869
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000096014,ENSG00000182968,SOX1,0.727260824185442,0.0430822759220954
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000025260,ENSG00000072506,HSD17B10,0.726243991667045,0.0430220396799286
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000022673,ENSG00000104738,MCM4,0.725422070726475,0.0429733498240059
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000014226,ENSG00000116161,CACYBP,0.724531082125453,0.0429205684621119
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000005774,ENSG00000143390,RFX5,0.722017259510629,0.0427716518755043
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000028943,ENSG00000187017,ESPN,0.721982207303262,0.0427695754143239
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000079334,ENSG00000243477,NAA80,0.721748480879168,0.0427557296715612
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000046169,ENSG00000049192,ADAMTS6,0.72166428440155606,0.0427507419480932
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000010936,ENSG00000103043,VAC14,0.721407182763519,0.0427355114787188
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000035824,ENSG00000166548,TK2,0.721076821034039,0.0427159411475388
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000034377,ENSG00000130338,TULP4,0.721058126029333,0.0427148336723053
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000059436,ENSG00000125952,MAX,0.720668490141864,0.0426917519934153
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000024260,ENSG00000136715,SAP130,0.720657551890208,0.0426911040212432
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000064468,NA,NA,0.720649443007193,0.0426906236583199
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000104185,NA,NA,0.720649443007193,0.0426906236583199
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000115037,NA,NA,0.720649443007193,0.0426906236583199
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000120097,NA,NA,0.720649443007193,0.0426906236583199
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000050945,ENSG00000183621,ZNF438,0.720502404181477,0.0426819132107747
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000030861,ENSG00000196177,ACADSB,0.720294717757175,0.0426696100541361
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000020891,ENSG00000179593,ALOX15B,0.719541224538239,0.0426249737947859
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000021258,ENSG00000090061,CCNK,0.719511703681031,0.0426232250058048
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000062456,NA,NA,0.719483776869993,0.0426215706466825
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000021796,ENSG00000107779,BMPR1A,0.719440133406444,0.0426189852472271
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000040410,ENSG00000112234,FBXL4,0.718724143618902,0.0425765706573599
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000026773,ENSG00000170525,PFKFB3,0.718260497228966,0.0425491046629914
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000028124,ENSG00000023909,GCLM,0.717844696818608,0.0425244730213412
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000086324,NA,NA,0.717569596534908,0.0425081763284156
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000048186,ENSG00000165626,BEND7,0.717406742651964,0.0424985290111304
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000087497,NA,NA,0.715812937197456,0.0424041134121132
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000024747,ENSG00000165092,ALDH1A1,0.715554435201957,0.0423887999868246
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000032399,ENSG00000174444,RPL4,0.715477701489361,0.0423842543508317
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000103995,NA,NA,0.714246470012851,0.0423113173075716
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000037742,NA,NA,0.713674230743533,0.0422774183688768
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000022199,ENSG00000092096,SLC22A17,0.713456564146043,0.0422645239957713
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000014030,ENSG00000196092,PAX5,0.712932312305452,0.0422334677891149
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000033487,ENSG00000102531,FNDC3A,0.712771774904486,0.0422239576981348
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000044627,ENSG00000175854,SWI5,0.712049730221063,0.0421811844216914
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000055067,ENSG00000185420,SMYD3,0.711583639656676,0.0421535736366308
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000109814,NA,NA,0.710578283990481,0.0420940172728471
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000020810,ENSG00000161544,CYGB,0.710513918316176,0.0420902043082983
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000022899,ENSG00000163406,SLC15A2,0.710080407137373,0.0420645234966839
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000080708,NA,NA,0.70997468376572,0.0420582605394098
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000033295,ENSG00000142949,PTPRF,0.709965291384501,0.0420577041432094
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000075514,NA,NA,0.709637800745904,0.0420383038928663
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000027624,ENSG00000088367,EPB41L1,0.709604364855406,0.0420363231808408
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000033430,ENSG00000166848,TERF2IP,0.708613651829521,0.0419776342338752
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000091563,NA,NA,0.707493073986137,0.0419112522121364
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000026171,ENSG00000163481,RNF25,0.706705781949853,0.041864613741301
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000119793,NA,NA,0.706325965187775,0.0418421137385517
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000048249,ENSG00000164463,CREBRF,0.706141977514633,0.0418312144745779
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000062209,ENSG00000178568,ERBB4,0.705494191922209,0.0417928402397738
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000019818,ENSG00000135535,CD164,0.703214947775363,0.0416578198702409
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000020642,ENSG00000151692,RNF144A,0.702963799158505,0.0416429420524772
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000090658,NA,NA,0.70272683784282,0.0416289046776514
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000116180,NA,NA,0.702627225400002,0.0416230037262953
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000026003,ENSG00000115361,ACADL,0.701679985482477,0.0415668900870972
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000026452,ENSG00000143858,SYT2,0.701490035847452,0.0415556376418736
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000121071,NA,NA,0.701057091589347,0.0415299904141304
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000027551,ENSG00000020256,ZFP64,0.700979130590232,0.0415253720747901
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000055799,ENSG00000152284,TCF7L1,0.700963981101964,0.0415244746327556
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000110140,NA,NA,0.70064445721322,0.0415055463254952
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000038633,ENSG00000143753,DEGS1,0.699651297938475,0.0414467124649514
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000034684,ENSG00000001617,SEMA3F,0.698613795242083,0.0413852517400651
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000060375,NA,NA,0.698444227484044,0.0413752066988688
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000040997,ENSG00000100439,ABHD4,0.697336025185631,0.0413095577932631
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000120113,NA,NA,0.696817561948794,0.0412788444982772
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000121063,NA,NA,0.696454349166523,0.0412573281003305
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000007892,ENSG00000137818,RPLP1,0.696397267785375,0.0412539466507448
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000034042,ENSG00000159592,GPBP1L1,0.694700226618978,0.0411534154611764
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000047259,ENSG00000166603,MC4R,0.694569994682145,0.0411457006385846
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000029219,NA,NA,0.694124338758459,0.0411193003832264
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000022762,ENSG00000154654,NCAM2,0.694108647203027,0.0411183708296216
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000032181,ENSG00000104112,SCG3,0.693612538883615,0.0410889818198009
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000063935,ENSG00000182223,ZAR1,0.692990531392831,0.0410521346565103
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000083907,NA,NA,0.692404304906179,0.0410174071276639
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000089704,ENSG00000143641,GALNT2,0.692060725623449,0.0409970538005391
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000037563,ENSG00000105193,RPS16,0.692053785708144,0.0409966426862098
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000026821,ENSG00000160271,RALGDS,0.691941777534998,0.0409900074229582
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000080331,NA,NA,0.691243978195324,0.0409486704188321
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000041417,ENSG00000145675,PIK3R1,0.689861380293492,0.0408667665649256
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000068762,ENSG00000134184,GSTM1,0.688631621784089,0.0407939167789096
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000086020,NA,NA,0.688151308491522,0.0407654634522471
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000105176,NA,NA,0.687871878779665,0.0407489102878986
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000028825,ENSG00000187010,RHD,0.687793790332838,0.0407442843986705
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000086839,NA,NA,0.686029374571366,0.0406397619987982
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000041135,ENSG00000104312,RIPK2,0.685798169879243,0.0406260656411652
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000024640,ENSG00000135069,PSAT1,0.684678534318548,0.0405597394394038
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000025229,ENSG00000107859,PITX3,0.684300575612927,0.0405373495062447
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000114028,NA,NA,0.683748088678466,0.0405046206780689
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000042515,ENSG00000157502,PWWP3B,0.682591609683429,0.040436111904455
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000031492,ENSG00000147432,CHRNB3,0.682113095428172,0.0404077651511417
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000101214,NA,NA,0.682061350480793,0.0404046998270841
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000031902,ENSG00000072736,NFATC3,0.681706416999642,0.0403836738874756
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000044080,ENSG00000160678,S100A1,0.680879309722007,0.0403346767976184
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000021707,ENSG00000178700,DHFR2,0.679029822163176,0.0402251148211249
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000036492,ENSG00000204618,RNF39,0.67860534822013,0.0401999693672136
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000026737,ENSG00000150867,PIP4K2A,0.678365175854006,0.0401857417726532
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000120133,NA,NA,0.677772798757613,0.0401506498872277
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000045180,ENSG00000146950,SHROOM2,0.675378782289417,0.0400088305087944
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000057135,ENSG00000161929,SCIMP,0.674750733986793,0.0399716254932536
dmb,ds4_mcs20_pF,ZI,lightsteelblue2,ZI__29,ENSMUSG00000038542,ENSG00000126226,PCID2,0.674070878302303,0.0399313514550923
